アイテムID,日本語アイテム名
27812,暗闇の霊砂
27813,険山の霊砂
27814,古樹の霊砂
27815,一水の霊砂
27816,ホワイトオークの枝
27817,イエローアルメン
27818,パープルカロット
27819,ハーコット
27820,フラントーヨ
27821,アンバークローヴ
27822,ラセットポポト
27823,カーリーパセリ
27824,ガーデンビート
27825,ブラッドトマト
27826,ロイヤルグレープ
27827,ダークペッパー
27828,ミストスピナッチ
27829,クリームマッシュルーム
27830,ボンバライス
27831,ピクシーアップル
27832,アップランド小麦
27833,ブロードビーン
27834,オオミツバチの巣
27835,リトルレモン
27836,ペパーミント
27837,コーヒービーン
27838,フラントーヨオイル
27839,ガーデンビートシュガー
27840,スクイッドインク
27841,アップランド小麦粉
27842,黄金蜂蜜
27843,ダークビネガー
27844,キングサーモン
27845,ウィザードレタス
27846,クリオロククルビーン
27847,ピクシーベリー
27848,ケナガウシの高級肉
27849,シープケーシング
27850,レイルの笹身
27851,ロリキートの卵
27852,オヴィムの肉
27853,レイルのグリル
27854,パープルカロットジュース
27855,キャラメル
27856,ブロードビーンスープ
27857,スパゲッティ・ネーロ
27858,ブロードビーンサラダ
27859,グリルドプラチナブリーム
27860,バゲット
27861,ブラッドトマトジュース
27862,ピクシーアップルパイ
27863,ナッツペストリー
27864,ブラッドトマトサラダ
27865,マッシュルームソテー
27866,ソーセージ
27867,ローストオヴィム
27868,マッシュルームスキュアー
27869,ベイクド・メガピラニア
27870,ペッパーポポト
27871,ラセットポポトグラタン
27872,マサラチャイ
27873,リゾット・ネーロ
27874,エスプレッソ・コン・パンナ
27875,ミストスピナッチソテー
27876,ブラッドブイヤベース
27877,パエリア
27878,コーヒークッキー
27879,オヴィム・コルドンブルー
27880,レモネード
27881,ハーコットゼリー
27882,ローエディブルオイスター
27883,サーモンクリームパスタ
27884,キングサーモンムニエル
27885,ポポトサラダ
27886,ウィザードレタスサラダ
27887,ピクシーベリーティー
27888,ベリーチーズケーキ
27889,ククルラスク
27890,レモンカードザッハトルテ
27891,高級ローストビーフ
27892,高級ビーフシチュー
27893,オーケストリオン譜:世界を照らす闇
27894,オーケストリオン譜:耽溺
27895,オーケストリオン譜:始まりの湖
27896,オーケストリオン譜:分かたれし世界
27897,オーケストリオン譜:琥珀の砂漠
27898,オーケストリオン譜:残忍と自由
27899,オーケストリオン譜:シヴィライゼーションズ
27900,オーケストリオン譜:五尋の深み
27901,オーケストリオン譜:目覚めの御使い
27902,オーケストリオン譜:インサニティー
27905,オーケストリオン譜:炎と剣によりて
27906,オーケストリオン譜:虚構
27907,オーケストリオン譜:紐解かれしもの
27908,オーケストリオン譜:深き底
27909,オーケストリオン譜:獣の腹
27910,オーケストリオン譜:死の刻
27911,オーケストリオン譜:影なき影
27912,オーケストリオン譜:ロングフォール
27913,オーケストリオン譜:アリエヌス
27914,オーケストリオン譜:憤怒
27915,オーケストリオン譜:Force Your Way
27916,オーケストリオン譜:ランドスライド
27917,オーケストリオン譜:対峙
27918,オーケストリオン譜:貪欲
27921,古びた譜面:目覚めの御使い
27922,古びた譜面:インサニティー
27924,ハイドレインジャオーナメント:レッド
27925,ハイドレインジャオーナメント:ブルー
27926,ハイドレインジャオーナメント:イエロー
27927,ハイドレインジャオーナメント:グリーン
27928,ハイドレインジャオーナメント:オレンジ
27929,ハイドレインジャオーナメント:パープル
27930,ハイドレインジャオーナメント:ホワイト
27931,ハイドレインジャオーナメント:ブラック
27932,ハイドレインジャオーナメント:ブレンド
27938,グラスレザー・フードベスト
27939,グラスレザー・クロップドパンツ
27940,ステアハイドシューズ
27941,サマーインディゴシャツ
27942,サマーインディゴ・クロップドパンツ
27951,ティターニアの羽根
27952,イノセンスの翼片
27953,極細グラスファイバー
27954,粗硝石
27955,赤色火薬
27957,名匠の水薬
27958,巨匠の水薬
27959,魔匠の水薬
27960,極錬精薬
27968,高地天然水
27974,ステアハイド
27975,インディゴクロス
27976,グラスレザー
27977,エンチャンテッドエルム
27986,ティターニア・バード
27987,イノセンス・バード
27990,オルタード・リネンショース
27991,アドベンチャラーフードベスト
27994,古代の銀貨
27995,剛力の幻薬G2
27996,眼力の幻薬G2
27997,活力の幻薬G2
27998,知力の幻薬G2
27999,心力の幻薬G2
28061,オーケストリオン譜:輝ける蒼
28062,古代の銅貨
28065,ペンダントヘッド
28066,グランドデイムバタフライ
28067,アンフォーギヴン・クラブ
28068,ブロンズソール
28069,カンムリカブリ
28070,フューリィベタ
28071,ロックワの衛士
28072,スターチェイサー
28124,ダルメルホイッスル
28125,アルビノカラクールホルン
28126,ユールモア・インナーウォール
28127,ユールモア・マーブルフローリング
28128,ユールモア・シャンデリア
28131,東方風室内庭園
28132,オリエンタル・ランチセット:茶碗蒸し
28133,オアシス・ウォールファウンテン
28134,フローリングマット
28136,黄金の水瓶
28137,ディッシュセット
28139,イミテーション・ロングウィンドウ
28140,イシュガルディアン・インポージングシェルフ
28141,フレースヴェルグのぬいぐるみ
28142,モーグリルームシューズ
28143,フラワーバスケット
28144,ハーデストロフィー
28145,エールサーバー
28146,アラガントームストーン:卓上
28147,テーブルトップハットスタンド
28148,メイクアップミラー
28149,ネックレストルソー
28150,イミテーション・プレゼントボックス
28151,リキュールボトルセット
28154,ログパーティション
28160,ベジタブルガーデン
28161,シーダーツリー
28162,防具商の露店
28163,武器商の露店
28164,宝飾商の露店
28165,生花商の露店
28166,パン職人の露店
28167,果物商の露店
28168,青果商の露店
28169,書物商の露店
28170,道具商の露店
28171,精肉商の露店
28172,トレーダー・コテージウォール
28173,トレーダー・ハウスウォール
28174,トレーダー・レジデンスウォール
28175,カンパニュラの種
28176,カンパニュラ:レッド
28177,カンパニュラ:ブルー
28178,カンパニュラ:イエロー
28179,カンパニュラ:グリーン
28180,カンパニュラ:オレンジ
28181,カンパニュラ:パープル
28182,カンパニュラ:ホワイト
28183,カンパニュラ:ブラック
28184,カンパニュラ:ブレンド
28461,ミーン・ソー
28462,ミーン・クロスペインハンマー
28463,ミーン・レイジングハンマー
28464,ミーン・マレット
28465,ミーン・ラウンドナイフ
28466,ミーン・ニードル
28467,ミーン・アレンビック
28468,ミーン・フライパン
28469,ミーン・ピック
28470,ミーン・ハチェット
28471,ミーン・フィッシングロッド
28472,ミーン・クラフターハット
28473,ミーン・クラフターコート
28474,ミーン・クラフターグローブ
28475,ミーン・クラフタートラウザー
28476,ミーン・クラフターシューズ
28477,ミーン・ギャザラーキャップ
28478,ミーン・ギャザラーコート
28479,ミーン・ギャザラーフィンガレスグローブ
28480,ミーン・ギャザラーボトム
28481,ミーン・ギャザラーブーツ
28509,ミーン・クローハンマー
28510,ミーン・ファイル
28511,ミーン・プライヤー
28512,ミーン・グラインディングホイール
28513,ミーン・アウル
28514,ミーン・スピニングホイール
28515,ミーン・モーター
