アイテムID,日本語アイテム名,ワールド名,UNIXタイムスタンプ,取引日時(JST),単価(Gil),数量,合計金額(Gil),HQフラグ,購入者名
52605,コスモオペレーター・チェスト,Masamune,1785920879,2026-08-05 18:07:59,90000,1,90000,NQ,Remio Axel
28591,レベルブーツ,Bahamut,1785920876,2026-08-05 18:07:56,501,1,501,NQ,Argentum Qerel
49305,コートリーラヴァー・キャスターシューズ,Chocobo,1785920869,2026-08-05 18:07:49,185900,1,185900,HQ,Panthera Vekkio
50414,オイジュス・エネルギーパック,Aegis,1785920868,2026-08-05 18:07:48,18800,30,564000,NQ,Vita Elle
50414,オイジュス・エネルギーパック,Aegis,1785920867,2026-08-05 18:07:47,18797,20,375940,NQ,Vita Elle
50414,オイジュス・エネルギーパック,Aegis,1785920866,2026-08-05 18:07:46,18797,20,375940,NQ,Vita Elle
50414,オイジュス・エネルギーパック,Aegis,1785920865,2026-08-05 18:07:45,18797,20,375940,NQ,Vita Elle
50414,オイジュス・エネルギーパック,Aegis,1785920864,2026-08-05 18:07:44,18795,99,1860705,NQ,Vita Elle
49304,コートリーラヴァー・キャスターパンタロン,Chocobo,1785920864,2026-08-05 18:07:44,198500,1,198500,HQ,Panthera Vekkio
49303,コートリーラヴァー・キャスターグローブ,Chocobo,1785920860,2026-08-05 18:07:40,183600,1,183600,HQ,Panthera Vekkio
49302,コートリーラヴァー・キャスターバトルドレス,Chocobo,1785920856,2026-08-05 18:07:36,189100,1,189100,HQ,Panthera Vekkio
5510,ラバー,Unicorn,1785920851,2026-08-05 18:07:31,80,55,4400,NQ,Frostia Meow
49301,コートリーラヴァー・キャスターフード,Chocobo,1785920850,2026-08-05 18:07:30,189000,1,189000,HQ,Panthera Vekkio
44019,ウコギ材,Alexander,1785920839,2026-08-05 18:07:19,1450,3,4350,NQ,Celis Ricka
15858,ヴォイドマンドレイク,Durandal,1785920839,2026-08-05 18:07:19,1150,30,34500,NQ,Miko Kannagi
15858,ヴォイドマンドレイク,Durandal,1785920838,2026-08-05 18:07:18,1150,30,34500,NQ,Miko Kannagi
49828,クレセントマギ・ファイターブレスレット,Asura,1785920838,2026-08-05 18:07:18,29876547,1,29876547,NQ,Shino Aoshi
15858,ヴォイドマンドレイク,Durandal,1785920837,2026-08-05 18:07:17,1150,30,34500,NQ,Miko Kannagi
15858,ヴォイドマンドレイク,Durandal,1785920836,2026-08-05 18:07:16,1150,30,34500,NQ,Miko Kannagi
15858,ヴォイドマンドレイク,Durandal,1785920835,2026-08-05 18:07:15,1150,30,34500,NQ,Miko Kannagi
52257,スペースリフキン・ホイッスル,Masamune,1785920831,2026-08-05 18:07:11,7900000,1,7900000,NQ,Remio Axel
33916,ダークマターG8,Aegis,1785920828,2026-08-05 18:07:08,234,99,23166,NQ,Rinka Haruki
33916,ダークマターG8,Aegis,1785920827,2026-08-05 18:07:07,234,99,23166,NQ,Rinka Haruki
33916,ダークマターG8,Aegis,1785920826,2026-08-05 18:07:06,234,99,23166,NQ,Rinka Haruki
33916,ダークマターG8,Aegis,1785920825,2026-08-05 18:07:05,234,99,23166,NQ,Rinka Haruki
44041,ウィンドローレル,Fenrir,1785920814,2026-08-05 18:06:54,500,20,10000,NQ,Wene Freede
12895,発酵バター,Pandaemonium,1785920813,2026-08-05 18:06:53,999,20,19980,HQ,Zoeng Aa
12895,発酵バター,Pandaemonium,1785920812,2026-08-05 18:06:52,999,20,19980,HQ,Zoeng Aa
12895,発酵バター,Pandaemonium,1785920810,2026-08-05 18:06:50,999,20,19980,HQ,Zoeng Aa
46857,人造ダークマターγ,Anima,1785920806,2026-08-05 18:06:46,64499,1,64499,NQ,Tsubaki Mihata
51957,トルナ・チュニック,Hades,1785920806,2026-08-05 18:06:46,450000,1,450000,NQ,Muramasa Rion
37351,クリスタル・ハンギングオーナメント,Shinryu,1785920806,2026-08-05 18:06:46,15900,1,15900,NQ,Chasuke Jasminetea
12895,発酵バター,Pandaemonium,1785920804,2026-08-05 18:06:44,999,24,23976,HQ,Zoeng Aa
37351,クリスタル・ハンギングオーナメント,Shinryu,1785920803,2026-08-05 18:06:43,15800,1,15800,NQ,Chasuke Jasminetea
52613,プレーンフーディー:オーバーサイズ,Fenrir,1785920795,2026-08-05 18:06:35,444000,1,444000,HQ,Kome Mugi
21795,シャーク級艦尾,Atomos,1785920792,2026-08-05 18:06:32,800000,1,800000,NQ,Lunnie Poitiers
44040,コザマル・カモミール,Pandaemonium,1785920790,2026-08-05 18:06:30,246,30,7380,NQ,Ruka Night
15858,ヴォイドマンドレイク,Bahamut,1785920789,2026-08-05 18:06:29,1199,2,2398,NQ,Miko Kannagi
15858,ヴォイドマンドレイク,Bahamut,1785920787,2026-08-05 18:06:27,1100,32,35200,NQ,Miko Kannagi
20735,白銀食器棚,Shinryu,1785920786,2026-08-05 18:06:26,38000,1,38000,NQ,Chasuke Jasminetea
16703,ヘアカタログ:ロングヘア,Gungnir,1785920783,2026-08-05 18:06:23,45000,1,45000,NQ,Glen Garcia
33916,ダークマターG8,Tonberry,1785920778,2026-08-05 18:06:18,240,99,23760,NQ,Rinka Haruki
44001,カザナルインゴット,Carbuncle,1785920773,2026-08-05 18:06:13,1500,2,3000,HQ,Lucy Qestir
12531,精霊銀砂,Yojimbo,1785920771,2026-08-05 18:06:11,233,71,16543,NQ,Selene Nymphia
49835,クレセントマギ・マスターソーサラーリング,Yojimbo,1785920769,2026-08-05 18:06:09,11900,1,11900,NQ,Rex Ciel
41780,巨匠のハイアルテマテリジャ,Bahamut,1785920767,2026-08-05 18:06:07,17400,2,34800,NQ,Rayhope Highslope
10396,サベネアンサンダル,Gungnir,1785920766,2026-08-05 18:06:06,2600,1,2600,NQ,Maya Kuzumi
45070,ドリーム・オブ・ウェポンチェスト,Masamune,1785920746,2026-08-05 18:05:46,2498000,1,2498000,NQ,Merumi Momoi
45070,ドリーム・オブ・ウェポンチェスト,Masamune,1785920745,2026-08-05 18:05:45,2498000,1,2498000,NQ,Merumi Momoi
45070,ドリーム・オブ・ウェポンチェスト,Masamune,1785920743,2026-08-05 18:05:43,2440000,1,2440000,NQ,Merumi Momoi
45070,ドリーム・オブ・ウェポンチェスト,Masamune,1785920742,2026-08-05 18:05:42,2245898,1,2245898,NQ,Merumi Momoi
5336,亜麻糸,Unicorn,1785920742,2026-08-05 18:05:42,120,99,11880,NQ,Su Mai
19943,卸し鉄,Hades,1785920728,2026-08-05 18:05:28,600,4,2400,NQ,Azuel Blue
43984,ピーマン,Alexander,1785920726,2026-08-05 18:05:26,100,11,1100,NQ,Abbie Miller
43984,ピーマン,Alexander,1785920725,2026-08-05 18:05:25,100,20,2000,NQ,Abbie Miller
15,アイスクラスター,Gungnir,1785920711,2026-08-05 18:05:11,33,1000,33000,NQ,Kei Akane
15858,ヴォイドマンドレイク,Mandragora,1785920711,2026-08-05 18:05:11,1200,1,1200,NQ,Dai Wo
15858,ヴォイドマンドレイク,Mandragora,1785920710,2026-08-05 18:05:10,1200,10,12000,NQ,Dai Wo
5120,白金鉱,Titan,1785920709,2026-08-05 18:05:09,800,99,79200,NQ,Capuu Cafe
5120,白金鉱,Titan,1785920708,2026-08-05 18:05:08,800,99,79200,NQ,Capuu Cafe
5120,白金鉱,Titan,1785920707,2026-08-05 18:05:07,800,99,79200,NQ,Capuu Cafe
52288,スコップ,Pandaemonium,1785920698,2026-08-05 18:04:58,188800,1,188800,NQ,Noa Yuuki
49830,クレセントマギ・マスターファイターリング,Unicorn,1785920695,2026-08-05 18:04:55,99739,1,99739,NQ,Totou Tou
50435,コスモフェイス認証鍵,Pandaemonium,1785920692,2026-08-05 18:04:52,2400000,1,2400000,NQ,Noa Yuuki
49256,コートリーラヴァー・インデックス,Tonberry,1785920684,2026-08-05 18:04:44,220750,1,220750,HQ,Yunome Jinga
10389,サベネアングローブ,Ifrit,1785920683,2026-08-05 18:04:43,384,1,384,NQ,Rinne Mimoza
10389,サベネアングローブ,Ifrit,1785920681,2026-08-05 18:04:41,379,1,379,NQ,Rinne Mimoza
10389,サベネアングローブ,Ifrit,1785920680,2026-08-05 18:04:40,379,1,379,NQ,Rinne Mimoza
13711,カララント:パステルグリーン,Masamune,1785920677,2026-08-05 18:04:37,100,2,200,NQ,Anna Annas
36249,サイガレザー,Ridill,1785920676,2026-08-05 18:04:36,1800,2,3600,NQ,Nepeta Saphir
13711,カララント:パステルグリーン,Masamune,1785920675,2026-08-05 18:04:35,99,1,99,NQ,Anna Annas
41782,詠唱のハイアルテマテリジャ,Asura,1785920674,2026-08-05 18:04:34,817,2,1634,NQ,Yua Nyan
5059,コバルトインゴット,Titan,1785920672,2026-08-05 18:04:32,682,99,67518,NQ,Capuu Cafe
41782,詠唱のハイアルテマテリジャ,Asura,1785920672,2026-08-05 18:04:32,500,1,500,NQ,Yua Nyan
41782,詠唱のハイアルテマテリジャ,Asura,1785920670,2026-08-05 18:04:30,500,2,1000,NQ,Yua Nyan
45969,オクタヘドライト鉱石,Ixion,1785920670,2026-08-05 18:04:30,1098,99,108702,NQ,Rowland Kick
10388,サベネアンボレロ,Ifrit,1785920669,2026-08-05 18:04:29,450,1,450,NQ,Rinne Mimoza
41782,詠唱のハイアルテマテリジャ,Asura,1785920669,2026-08-05 18:04:29,417,1,417,NQ,Yua Nyan
50057,属性添加用合成樹脂,Atomos,1785920668,2026-08-05 18:04:28,79783,1,79783,NQ,Sela Selaa
10388,サベネアンボレロ,Ifrit,1785920668,2026-08-05 18:04:28,450,1,450,NQ,Rinne Mimoza
10388,サベネアンボレロ,Ifrit,1785920667,2026-08-05 18:04:27,400,1,400,NQ,Rinne Mimoza
44257,リボンパラソル,Ridill,1785920667,2026-08-05 18:04:27,1500,1,1500,NQ,Vellevett Blanc
10388,サベネアンボレロ,Ifrit,1785920665,2026-08-05 18:04:25,300,1,300,NQ,Rinne Mimoza
10388,サベネアンボレロ,Ifrit,1785920664,2026-08-05 18:04:24,299,1,299,NQ,Rinne Mimoza
5060,ダークスチールインゴット,Titan,1785920664,2026-08-05 18:04:24,5000,1,5000,HQ,Capuu Cafe
5060,ダークスチールインゴット,Titan,1785920663,2026-08-05 18:04:23,5000,1,5000,HQ,Capuu Cafe
5060,ダークスチールインゴット,Titan,1785920662,2026-08-05 18:04:22,5000,1,5000,NQ,Capuu Cafe
15858,ヴォイドマンドレイク,Ramuh,1785920653,2026-08-05 18:04:13,1200,9,10800,NQ,Dai Wo
15858,ヴォイドマンドレイク,Ramuh,1785920652,2026-08-05 18:04:12,1200,99,118800,NQ,Dai Wo
15858,ヴォイドマンドレイク,Ramuh,1785920651,2026-08-05 18:04:11,1200,99,118800,NQ,Dai Wo
15858,ヴォイドマンドレイク,Ramuh,1785920650,2026-08-05 18:04:10,1200,99,118800,NQ,Dai Wo
5067,ローズゴールドインゴット,Titan,1785920645,2026-08-05 18:04:05,220,12,2640,NQ,Capuu Cafe
5067,ローズゴールドインゴット,Titan,1785920644,2026-08-05 18:04:04,220,19,4180,NQ,Capuu Cafe
5067,ローズゴールドインゴット,Titan,1785920643,2026-08-05 18:04:03,220,33,7260,NQ,Capuu Cafe
5067,ローズゴールドインゴット,Titan,1785920642,2026-08-05 18:04:02,213,14,2982,NQ,Capuu Cafe
5067,ローズゴールドインゴット,Titan,1785920641,2026-08-05 18:04:01,200,20,4000,HQ,Capuu Cafe
33116,オーケストリオン譜:Don't be Afraid,Pandaemonium,1785920635,2026-08-05 18:03:55,150000,1,150000,NQ,Mia Yuune
7064,リテイナーベル,Ixion,1785920633,2026-08-05 18:03:53,27999,1,27999,NQ,Miza Mm
50056,属性添加用金属材,Atomos,1785920625,2026-08-05 18:03:45,88989,1,88989,NQ,Sela Selaa
50055,属性添加用部材,Atomos,1785920619,2026-08-05 18:03:39,79498,1,79498,NQ,Sela Selaa
5064,シルバーインゴット,Titan,1785920616,2026-08-05 18:03:36,900,1,900,HQ,Capuu Cafe
5064,シルバーインゴット,Titan,1785920615,2026-08-05 18:03:35,900,2,1800,HQ,Capuu Cafe
5064,シルバーインゴット,Titan,1785920614,2026-08-05 18:03:34,900,2,1800,HQ,Capuu Cafe
5064,シルバーインゴット,Titan,1785920613,2026-08-05 18:03:33,900,3,2700,HQ,Capuu Cafe
5064,シルバーインゴット,Titan,1785920611,2026-08-05 18:03:31,900,99,89100,HQ,Capuu Cafe
44135,混鉄鉱,Ixion,1785920608,2026-08-05 18:03:28,1385,2,2770,NQ,Rowland Kick
44135,混鉄鉱,Ixion,1785920603,2026-08-05 18:03:23,1384,8,11072,NQ,Rowland Kick
44135,混鉄鉱,Ixion,1785920602,2026-08-05 18:03:22,1299,4,5196,NQ,Rowland Kick
44135,混鉄鉱,Ixion,1785920601,2026-08-05 18:03:21,1200,82,98400,NQ,Rowland Kick
15921,ムーンファイアハット,Ixion,1785920594,2026-08-05 18:03:14,7800,1,7800,NQ,Amamori Chawan
51285,クレセント・ディスプレイケース,Pandaemonium,1785920584,2026-08-05 18:03:04,985,1,985,NQ,Yi Xiou
47181,ゴールデンサム・クリナリーナイフ,Atomos,1785920584,2026-08-05 18:03:04,149000,1,149000,HQ,Yyu Cha
51285,クレセント・ディスプレイケース,Pandaemonium,1785920583,2026-08-05 18:03:03,980,1,980,NQ,Yi Xiou
51285,クレセント・ディスプレイケース,Pandaemonium,1785920582,2026-08-05 18:03:02,970,1,970,NQ,Yi Xiou
48116,ラティスウィンドウ・キャビネット,Pandaemonium,1785920577,2026-08-05 18:02:57,160000,1,160000,NQ,Valkoinen Nimeni
47187,ピーコック・クラフターキュロット,Atomos,1785920573,2026-08-05 18:02:53,290714,1,290714,HQ,Yyu Cha
47186,ピーコック・クラフターグローブ,Atomos,1785920571,2026-08-05 18:02:51,250429,1,250429,HQ,Yyu Cha
47185,ピーコック・クラフターシャツ,Atomos,1785920568,2026-08-05 18:02:48,320714,1,320714,HQ,Yyu Cha
47184,ピーコック・クラフターヘッドバンド,Atomos,1785920564,2026-08-05 18:02:44,250429,1,250429,HQ,Yyu Cha
41774,剛柔のハイアルテマテリジャ,Tiamat,1785920556,2026-08-05 18:02:36,399,2,798,NQ,Brynhildr Volsunga
50056,属性添加用金属材,Carbuncle,1785920553,2026-08-05 18:02:33,43991,1,43991,NQ,Araiguma Hakase
50055,属性添加用部材,Carbuncle,1785920547,2026-08-05 18:02:27,59991,1,59991,NQ,Araiguma Hakase
12531,精霊銀砂,Yojimbo,1785920547,2026-08-05 18:02:27,250,99,24750,NQ,Selene Nymphia
50057,属性添加用合成樹脂,Carbuncle,1785920539,2026-08-05 18:02:19,67491,1,67491,NQ,Araiguma Hakase
44150,海島綿布,Unicorn,1785920535,2026-08-05 18:02:15,999,1,999,NQ,Tora Emon
44150,海島綿布,Unicorn,1785920534,2026-08-05 18:02:14,995,1,995,NQ,Tora Emon
49251,コートリーラヴァー・ラブリュス,Yojimbo,1785920527,2026-08-05 18:02:07,200000,1,200000,HQ,Yuzuki Saegusa
49295,コートリーラヴァー・スカウトシューズ,Typhon,1785920524,2026-08-05 18:02:04,429,1,429,HQ,Naomimi Robin
49294,コートリーラヴァー・スカウトトラウザー,Typhon,1785920524,2026-08-05 18:02:04,715,1,715,HQ,Naomimi Robin
49304,コートリーラヴァー・キャスターパンタロン,Typhon,1785920521,2026-08-05 18:02:01,715,1,715,HQ,Naomimi Robin
49325,コートリーラヴァー・キャスターリング,Typhon,1785920521,2026-08-05 18:02:01,326,1,326,HQ,Naomimi Robin
49308,コートリーラヴァー・レンジャーイヤリング,Typhon,1785920517,2026-08-05 18:01:57,326,1,326,HQ,Naomimi Robin
49274,コートリーラヴァー・ディフェンダーブリーチ,Typhon,1785920514,2026-08-05 18:01:54,715,1,715,HQ,Naomimi Robin
49306,コートリーラヴァー・ディフェンダーイヤリング,Typhon,1785920514,2026-08-05 18:01:54,326,1,326,HQ,Naomimi Robin
49321,コートリーラヴァー・ディフェンダーリング,Typhon,1785920514,2026-08-05 18:01:54,326,1,326,HQ,Naomimi Robin
49271,コートリーラヴァー・ディフェンダーヘアピン,Typhon,1785920514,2026-08-05 18:01:54,429,1,429,HQ,Naomimi Robin
46857,人造ダークマターγ,Tonberry,1785920507,2026-08-05 18:01:47,89849,1,89849,NQ,Endy Heios
5075,ダークスチールプレート,Titan,1785920506,2026-08-05 18:01:46,5000,1,5000,HQ,Capuu Cafe
5061,ダークスチールナゲット,Unicorn,1785920506,2026-08-05 18:01:46,1200,1,1200,NQ,Dai Wo
5075,ダークスチールプレート,Titan,1785920505,2026-08-05 18:01:45,5000,2,10000,NQ,Capuu Cafe
5075,ダークスチールプレート,Titan,1785920504,2026-08-05 18:01:44,4999,21,104979,HQ,Capuu Cafe
5075,ダークスチールプレート,Titan,1785920503,2026-08-05 18:01:43,4988,1,4988,NQ,Capuu Cafe
46856,人造ダークマターβ,Tonberry,1785920503,2026-08-05 18:01:43,89499,1,89499,NQ,Endy Heios
5075,ダークスチールプレート,Titan,1785920502,2026-08-05 18:01:42,4969,2,9938,HQ,Capuu Cafe
46855,人造ダークマターα,Tonberry,1785920499,2026-08-05 18:01:39,94949,1,94949,NQ,Endy Heios
49323,コートリーラヴァー・レンジャーリング,Masamune,1785920497,2026-08-05 18:01:37,109930,1,109930,HQ,Cyi Chroma
12594,虹糸,Unicorn,1785920495,2026-08-05 18:01:35,480,3,1440,NQ,Himasane Limit
39591,古ぼけた地図G15,Shinryu,1785920478,2026-08-05 18:01:18,17000,1,17000,NQ,Miruku Maru
49830,クレセントマギ・マスターファイターリング,Carbuncle,1785920476,2026-08-05 18:01:16,89988,1,89988,NQ,Jun Mdy
49308,コートリーラヴァー・レンジャーイヤリング,Masamune,1785920475,2026-08-05 18:01:15,149757,1,149757,HQ,Cyi Chroma
27841,アップランド小麦粉,Yojimbo,1785920473,2026-08-05 18:01:13,300,13,3900,NQ,Yurari Luchi
10390,サベネアンサルエル,Bahamut,1785920471,2026-08-05 18:01:11,1000,1,1000,NQ,Zin Sparks
47701,ウルトラポーション,Valefor,1785920468,2026-08-05 18:01:08,400,99,39600,HQ,Micosima Mokotabitoro
49208,高密度軽銀鉱,Ridill,1785920467,2026-08-05 18:01:07,654,20,13080,NQ,Chroah Esperanza
23892,グリーンパーティション,Masamune,1785920464,2026-08-05 18:01:04,4000,1,4000,NQ,Eva Replicant
23892,グリーンパーティション,Masamune,1785920463,2026-08-05 18:01:03,3900,1,3900,NQ,Eva Replicant
49290,コートリーラヴァー・レンジャーシューズ,Masamune,1785920463,2026-08-05 18:01:03,183763,1,183763,HQ,Cyi Chroma
44028,帯雷繭,Unicorn,1785920461,2026-08-05 18:01:01,72,10,720,NQ,Chi- Cham
44028,帯雷繭,Unicorn,1785920459,2026-08-05 18:00:59,80,20,1600,NQ,Chi- Cham
44004,ピンクベリル原石,Fenrir,1785920458,2026-08-05 18:00:58,6,3,18,NQ,Pirramim Ma
44004,ピンクベリル原石,Fenrir,1785920456,2026-08-05 18:00:56,5,11,55,NQ,Pirramim Ma
41774,剛柔のハイアルテマテリジャ,Ixion,1785920456,2026-08-05 18:00:56,340,1,340,NQ,Xidis Zera
49289,コートリーラヴァー・レンジャートラウザー,Masamune,1785920456,2026-08-05 18:00:56,289905,1,289905,HQ,Cyi Chroma
44004,ピンクベリル原石,Fenrir,1785920453,2026-08-05 18:00:53,5,11,55,NQ,Pirramim Ma
33659,フロンティアリボン,Valefor,1785920449,2026-08-05 18:00:49,15000,1,15000,NQ,Felicia Lapislazuli
47701,ウルトラポーション,Valefor,1785920448,2026-08-05 18:00:48,400,99,39600,HQ,Micosima Mokotabitoro
49287,コートリーラヴァー・レンジャーシャツ,Masamune,1785920442,2026-08-05 18:00:42,269726,1,269726,HQ,Cyi Chroma
51285,クレセント・ディスプレイケース,Alexander,1785920441,2026-08-05 18:00:41,950,1,950,NQ,Examblue Field
49315,コートリーラヴァー・キャスターチョーカー,Fenrir,1785920440,2026-08-05 18:00:40,143232,1,143232,HQ,Lua Cheia
51283,クレセント・ストーンピラー,Alexander,1785920433,2026-08-05 18:00:33,400,1,400,NQ,Examblue Field
49286,コートリーラヴァー・レンジャーヘアピン,Masamune,1785920433,2026-08-05 18:00:33,122972,1,122972,HQ,Cyi Chroma
51283,クレセント・ストーンピラー,Alexander,1785920432,2026-08-05 18:00:32,400,1,400,NQ,Examblue Field
49310,コートリーラヴァー・キャスターイヤリング,Fenrir,1785920432,2026-08-05 18:00:32,129024,1,129024,HQ,Lua Cheia
46857,人造ダークマターγ,Ramuh,1785920422,2026-08-05 18:00:22,98999,1,98999,NQ,Matsuri Shirahana
44029,雪木綿布,Alexander,1785920420,2026-08-05 18:00:20,1005,4,4020,HQ,Celis Ricka
46856,人造ダークマターβ,Ramuh,1785920417,2026-08-05 18:00:17,98999,1,98999,NQ,Matsuri Shirahana
44027,ロネークの獣毛,Tonberry,1785920416,2026-08-05 18:00:16,7,2,14,NQ,Aloha Banana
44027,ロネークの獣毛,Tonberry,1785920415,2026-08-05 18:00:15,7,5,35,NQ,Aloha Banana
6141,コーディアル,Ramuh,1785920411,2026-08-05 18:00:11,305,3,915,HQ,Zuzu Zzz
6141,コーディアル,Ramuh,1785920409,2026-08-05 18:00:09,300,10,3000,HQ,Zuzu Zzz
6141,コーディアル,Ramuh,1785920408,2026-08-05 18:00:08,300,10,3000,HQ,Zuzu Zzz
44051,大聖水,Titan,1785920407,2026-08-05 18:00:07,999,99,98901,HQ,Babu Agi
36086,パームシロップ,Atomos,1785920391,2026-08-05 17:59:51,100,50,5000,NQ,Rinka Haruki
36086,パームシロップ,Atomos,1785920390,2026-08-05 17:59:50,100,50,5000,NQ,Rinka Haruki
22999,ブレヴァディエ・ラッフルパンツ,Durandal,1785920381,2026-08-05 17:59:41,20,1,20,NQ,Fei Yung
36091,キューカンバー,Anima,1785920378,2026-08-05 17:59:38,177,99,17523,NQ,Yoki Wu
7022,スチールフィッティング,Titan,1785920355,2026-08-05 17:59:15,1400,99,138600,HQ,Capuu Cafe
7022,スチールフィッティング,Titan,1785920354,2026-08-05 17:59:14,1300,99,128700,NQ,Capuu Cafe
